SMILES	name	PUBCHEM_COMPOUND_CID	PUBCHEM_COMPOUND_CANONICALIZED	PUBCHEM_CACTVS_COMPLEXITY	PUBCHEM_CACTVS_HBOND_ACCEPTOR	PUBCHEM_CACTVS_HBOND_DONOR	PUBCHEM_CACTVS_ROTATABLE_BOND	PUBCHEM_CACTVS_SUBSKEYS	PUBCHEM_IUPAC_OPENEYE_NAME	PUBCHEM_IUPAC_CAS_NAME	PUBCHEM_IUPAC_NAME	PUBCHEM_IUPAC_SYSTEMATIC_NAME	PUBCHEM_IUPAC_TRADITIONAL_NAME	PUBCHEM_IUPAC_INCHI	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_XLOGP3	PUBCHEM_EXACT_MASS	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT	PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_OPENEYE_ISO_SMILES	PUBCHEM_CACTVS_TPSA	PUBCHEM_MONOISOTOPIC_WEIGHT	PUBCHEM_TOTAL_CHARGE	PUBCHEM_HEAVY_ATOM_COUNT	PUBCHEM_ATOM_DEF_STEREO_COUNT	PUBCHEM_ATOM_UDEF_STEREO_COUNT	PUBCHEM_BOND_DEF_STEREO_COUNT	PUBCHEM_BOND_UDEF_STEREO_COUNT	PUBCHEM_ISOTOPIC_ATOM_COUNT	PUBCHEM_COMPONENT_COUNT	PUBCHEM_CACTVS_TAUTO_COUNT	PUBCHEM_COORDINATE_TYPE	PUBCHEM_BONDANNOTATIONS
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	985	985	1	178	2	1	14	AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	"palmitic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"palmitic acid"	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	IPCSVZSSVZVIGE-UHFFFAOYSA-N	6.4	256.24	C16H32O2	256.43	CCCCCCCCCCCCCCCC(=O)O	CCCCCCCCCCCCCCCC(=O)O	37.3	256.24	0	18	0	1	0	0	0	1	-1	"1\n5\n255"	"14  41  3"
[H]C1=NC([H])=C([H])C([H])=C1[H]	1049	1049	1	30.9	1	0	0	AAADcYBiAAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAHAAAAAAACADBEgQ8gJIIEACgADBnRACCgCAxAiAI2CA4ZJgIIOLAkZGEIAhggADIyAYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	pyridine	pyridine	pyridine	pyridine	pyridine	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H	JUJWROOIHBZHMG-UHFFFAOYSA-N	0.7	79.042	C5H5N	79.102	C1=CC=NC=C1	C1=CC=NC=C1	12.9	79.042	0	6	0	0	0	0	0	1	-1	"1\n5\n255"	"1  5  8\n1  6  8\n2  3  8\n2  4  8\n3  5  8\n4  6  8"
[H]N(C1=NC([H])=C(C(=O)N([H])C([H])([H])C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C(=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C(Cl)C([H])=C(Cl)C([H])=C1[H]	25181419	25181419	1	537	4	2	6	AAADceB7MAAGAAAAAAAAAAAAAAAAAAAAAAA8SIAAAAAAAAABwAAAHgIQAAAADwrhmiY/8JLIFACoAjd3dACCgCk1ByAJ2KE4ZtiIIHrB35HGIYhslgLIyee4AQAPgABAAACAABAAAIAAAQAAIAAAAAAAAA==	4-~{tert}-butyl-6-(2,4-dichloroanilino)-~{N}-(tetrahydropyran-4-ylmethyl)pyridine-3-carboxamide	4-~{tert}-butyl-6-(2,4-dichloroanilino)-~{N}-(4-oxanylmethyl)-3-pyridinecarboxamide	4-~{tert}-butyl-6-(2,4-dichloroanilino)-~{N}-(oxan-4-ylmethyl)pyridine-3-carboxamide	4-~{tert}-butyl-6-[(2,4-dichlorophenyl)amino]-~{N}-(oxan-4-ylmethyl)pyridine-3-carboxamide	4-~{tert}-butyl-6-(2,4-dichloroanilino)-~{N}-(tetrahydropyran-4-ylmethyl)nicotinamide	InChI=1S/C22H27Cl2N3O2/c1-22(2,3)17-11-20(27-19-5-4-15(23)10-18(19)24)25-13-16(17)21(28)26-12-14-6-8-29-9-7-14/h4-5,10-11,13-14H,6-9,12H2,1-3H3,(H,25,27)(H,26,28)	LIKKKFAHHSRGPP-UHFFFAOYSA-N		435.148	C22H27Cl2N3O2	436.377	CC(C)(C)C1=CC(=NC=C1C(=O)NCC2CCOCC2)NC3=C(C=C(C=C3)Cl)Cl	CC(C)(C)C1=CC(=NC=C1C(=O)NCC2CCOCC2)NC3=C(C=C(C=C3)Cl)Cl	63.2	435.148	0	29	0	0	0	0	0	1	-1	"1\n5\n255"	"15  16  8\n15  21  8\n16  22  8\n21  23  8\n24  25  8\n24  26  8\n25  27  8\n26  28  8\n27  29  8\n28  29  8\n6  22  8\n6  23  8"	5.5
[H]C1=C(N=C(N1C([H])([H])[H])C([H])([H])[H])S(=O)(=O)N(C1=C([H])N=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])C1=NC([H])=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1C([H])([H])[H]	25212177	25212177	1	732	7	0	7	AAADceB7sABAAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAAAB/AAAHgQAQAAADAjB3wY/1ZcMFAKgAzZnZHDK2D0xMqAJ2Cw+fJiMbuLEuZuUMChswBPI6CewkMAOgAAAAAAQAAAAAAAAACAAAAAAAAAAAA==	~{N}-(6-methoxy-3-pyridyl)-1,2-dimethyl-~{N}-[[5-(o-tolyl)-2-pyridyl]methyl]imidazole-4-sulfonamide	~{N}-(6-methoxy-3-pyridinyl)-1,2-dimethyl-~{N}-[[5-(2-methylphenyl)-2-pyridinyl]methyl]-4-imidazolesulfonamide	~{N}-(6-methoxypyridin-3-yl)-1,2-dimethyl-~{N}-[[5-(2-methylphenyl)pyridin-2-yl]methyl]imidazole-4-sulfonamide	~{N}-(6-methoxypyridin-3-yl)-1,2-dimethyl-~{N}-[[5-(2-methylphenyl)pyridin-2-yl]methyl]imidazole-4-sulfonamide	~{N}-(6-methoxy-3-pyridyl)-1,2-dimethyl-~{N}-[[5-(o-tolyl)-2-pyridyl]methyl]imidazole-4-sulfonamide	InChI=1S/C24H25N5O3S/c1-17-7-5-6-8-22(17)19-9-10-20(25-13-19)15-29(21-11-12-23(32-4)26-14-21)33(30,31)24-16-28(3)18(2)27-24/h5-14,16H,15H2,1-4H3	GNURBBYUBWBREM-UHFFFAOYSA-N		463.168	C24H25N5O3S	463.556	CC1=CC=CC=C1C2=CN=C(C=C2)CN(C3=CN=C(C=C3)OC)S(=O)(=O)C4=CN(C(=N4)C)C	CC1=CC=CC=C1C2=CN=C(C=C2)CN(C3=CN=C(C=C3)OC)S(=O)(=O)C4=CN(C(=N4)C)C	98.6	463.168	0	33	0	0	0	0	0	1	-1	"1\n5\n255"	"11  14  8\n12  18  8\n12  19  8\n13  16  8\n16  20  8\n17  20  8\n17  23  8\n18  26  8\n21  25  8\n21  27  8\n25  29  8\n26  28  8\n27  31  8\n29  32  8\n31  32  8\n6  14  8\n6  15  8\n7  11  8\n7  15  8\n8  13  8\n8  23  8\n9  19  8\n9  28  8"	3.1
[H]C1=NC(=C([H])N1C([H])([H])[H])S(=O)(=O)N(C1=C([H])N=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])C1=NC([H])=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1C([H])([H])[H]	25212178	25212178	1	702	7	0	7	AAADceB7sABAAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAAAB/AAAHgQAQAAADAjB3gY/1ZcMFAKgAzRnZHDK2D0xMqAJ2Cw+fJiMbuLEuZuUMChswBPI6CewkMAOgAAAAAAQAAAAAAAAACAAAAAAAAAAAA==	~{N}-(6-methoxy-3-pyridyl)-1-methyl-~{N}-[[5-(o-tolyl)-2-pyridyl]methyl]imidazole-4-sulfonamide	~{N}-(6-methoxy-3-pyridinyl)-1-methyl-~{N}-[[5-(2-methylphenyl)-2-pyridinyl]methyl]-4-imidazolesulfonamide	~{N}-(6-methoxypyridin-3-yl)-1-methyl-~{N}-[[5-(2-methylphenyl)pyridin-2-yl]methyl]imidazole-4-sulfonamide	~{N}-(6-methoxypyridin-3-yl)-1-methyl-~{N}-[[5-(2-methylphenyl)pyridin-2-yl]methyl]imidazole-4-sulfonamide	~{N}-(6-methoxy-3-pyridyl)-1-methyl-~{N}-[[5-(o-tolyl)-2-pyridyl]methyl]imidazole-4-sulfonamide	InChI=1S/C23H23N5O3S/c1-17-6-4-5-7-21(17)18-8-9-19(24-12-18)14-28(20-10-11-22(31-3)25-13-20)32(29,30)23-15-27(2)16-26-23/h4-13,15-16H,14H2,1-3H3	OOTJIJWBKDCQFY-UHFFFAOYSA-N		449.152	C23H23N5O3S	449.529	CC1=CC=CC=C1C2=CN=C(C=C2)CN(C3=CN=C(C=C3)OC)S(=O)(=O)C4=CN(C=N4)C	CC1=CC=CC=C1C2=CN=C(C=C2)CN(C3=CN=C(C=C3)OC)S(=O)(=O)C4=CN(C=N4)C	98.6	449.152	0	32	0	0	0	0	0	1	-1	"1\n5\n255"	"11  18  8\n11  20  8\n12  15  8\n13  14  8\n15  19  8\n16  19  8\n16  21  8\n17  23  8\n17  25  8\n18  24  8\n23  28  8\n24  27  8\n25  30  8\n28  31  8\n30  31  8\n6  14  8\n6  22  8\n7  12  8\n7  21  8\n8  13  8\n8  22  8\n9  20  8\n9  27  8"	2.7
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([2H])([2H])C([2H])([2H])C([H])([2H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	25240031	25240031	1	178	2	1	14	AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	"10,10,11,11,12-pentadeuteriohexadecanoic acid"	"10,10,11,11,12-pentadeuteriohexadecanoic acid"	"10,10,11,11,12-pentadeuteriohexadecanoic acid"	"10,10,11,11,12-pentadeuteriohexadecanoic acid"	"10,10,11,11,12-pentadeuteriopalmitic acid"	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/i5D,6D2,7D2	IPCSVZSSVZVIGE-FIIAWYQUSA-N	6.4	261.272	C16H32O2	261.461	CCCCCCCCCCCCCCCC(=O)O	[2H]C(CCCC)C([2H])([2H])C([2H])([2H])CCCCCCCCC(=O)O	37.3	261.272	0	18	0	0	0	0	5	1	-1	"1\n5\n255"		
[H]N1N=C([H])N=C1C1=C([H])C(=C([H])C(=C1[H])S(=O)(=O)N1C([H])([H])C([H])([H])N(C(=O)[C@]2([H])C([H])([H])[C@@]2([H])C2=C([H])C([H])=C(C([H])=C2[H])C(F)(F)F)C([H])([H])C1([H])[H])C(F)(F)F	42626024	42626024	1	990	12	1	5	AAADceB7scBAAAAAAAAAAAAAGAAAAWAAAAA8YIAAAAAAAAAB0AAAHwQYQAAADQDB2xQ1EYdrEAKqAiNzNHDSgBuwgKAd6DkoBJiIaLKAmRGUIAhgjgKIiAcYiMCOwAACgAAAAACAAAUAAAAAAAAAAAAAAA==	[4-[3-(1~{H}-1,2,4-triazol-5-yl)-5-(trifluoromethyl)phenyl]sulfonylpiperazin-1-yl]-[(1~{R},2~{R})-2-[4-(trifluoromethyl)phenyl]cyclopropyl]methanone	[4-[3-(1~{H}-1,2,4-triazol-5-yl)-5-(trifluoromethyl)phenyl]sulfonyl-1-piperazinyl]-[(1~{R},2~{R})-2-[4-(trifluoromethyl)phenyl]cyclopropyl]methanone	[4-[3-(1~{H}-1,2,4-triazol-5-yl)-5-(trifluoromethyl)phenyl]sulfonylpiperazin-1-yl]-[(1~{R},2~{R})-2-[4-(trifluoromethyl)phenyl]cyclopropyl]methanone	[4-[3-(1~{H}-1,2,4-triazol-5-yl)-5-(trifluoromethyl)phenyl]sulfonylpiperazin-1-yl]-[(1~{R},2~{R})-2-[4-(trifluoromethyl)phenyl]cyclopropyl]methanone	[4-[3-(1~{H}-1,2,4-triazol-5-yl)-5-(trifluoromethyl)phenyl]sulfonylpiperazino]-[(1~{R},2~{R})-2-[4-(trifluoromethyl)phenyl]cyclopropyl]methanone	InChI=1S/C24H21F6N5O3S/c25-23(26,27)16-3-1-14(2-4-16)19-12-20(19)22(36)34-5-7-35(8-6-34)39(37,38)18-10-15(21-31-13-32-33-21)9-17(11-18)24(28,29)30/h1-4,9-11,13,19-20H,5-8,12H2,(H,31,32,33)/t19-,20+/m0/s1	KHBYHUBFGVKELV-VQTJNVASSA-N		573.127	C24H21F6N5O3S	573.514	C1CN(CCN1C(=O)C2CC2C3=CC=C(C=C3)C(F)(F)F)S(=O)(=O)C4=CC(=CC(=C4)C(F)(F)F)C5=NC=NN5	C1CN(CCN1C(=O)[C@@H]2C[C@H]2C3=CC=C(C=C3)C(F)(F)F)S(=O)(=O)C4=CC(=CC(=C4)C(F)(F)F)C5=NC=NN5	108	573.127	0	39	2	0	0	0	0	1	-1	"1\n5\n255"	"13  15  8\n13  38  8\n14  38  8\n14  39  8\n15  39  8\n16  19  5\n17  20  6\n20  25  8\n20  26  8\n25  27  8\n26  28  8\n27  29  8\n28  29  8\n30  32  8\n30  33  8\n32  34  8\n33  35  8\n34  36  8\n35  36  8"	3.7
[H]OC([H])([H])C1=C([H])[C@]([H])(N([H])C([H])(C([H])([H])O[H])C([H])([H])O[H])C([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]	44265781	44265781	1	268	7	7	5	AAADceByOAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAHgAQCAAADDzhgAYAAALAAgCAAiBCAACAAAAgAAAACIAIAAgDFAIAgQAEUAAH0ACZEAPw4CQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	(2~{R},3~{R},6~{S})-6-[[2-hydroxy-1-(hydroxymethyl)ethyl]amino]-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol	(2~{R},3~{R},6~{S})-6-(1,3-dihydroxypropan-2-ylamino)-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol	(2~{R},3~{R},6~{S})-6-(1,3-dihydroxypropan-2-ylamino)-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol	(2~{R},3~{R},6~{S})-6-[1,3-bis(oxidanyl)propan-2-ylamino]-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol	(2~{R},3~{R},6~{S})-6-[(2-hydroxy-1-methylol-ethyl)amino]-4-methylol-cyclohex-4-ene-1,2,3-triol	InChI=1S/C10H19NO6/c12-2-5-1-7(11-6(3-13)4-14)9(16)10(17)8(5)15/h1,6-17H,2-4H2/t7-,8+,9?,10+/m0/s1	IPQJPZKISYBTAQ-LBTMZUADSA-N		249.121	C10H19NO6	249.263	C1=C(C(C(C(C1NC(CO)CO)O)O)O)CO	C1=C([C@H]([C@H](C([C@H]1NC(CO)CO)O)O)O)CO	133	249.121	0	17	3	1	0	0	0	1	-1	"1\n5\n255"	"9  1  3\n10  2  5\n11  3  5\n8  7  5"	-3.9
[H]OC(C1=C(N([H])C(=O)C2=C([H])N=C([H])O2)C2=C([H])C([H])=C([H])C([H])=C2C([H])=C1[H])(C(F)(F)F)C(F)(F)F	44293670	44293670	1	568	10	2	3	AAADccB7McAAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAADB1AAAHwAQCAAADEzBmhY8xNLIFkCoArV31AaCiCA/QCAI2AHrTMgOJirA0bWNcIhmxgHY2MeQwPAOwAACQAASAACAAASAACQAAAAAAAAAAA==	~{N}-[2-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]-1-naphthyl]oxazole-5-carboxamide	~{N}-[2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)-1-naphthalenyl]-5-oxazolecarboxamide	~{N}-[2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-yl]-1,3-oxazole-5-carboxamide	~{N}-[2-[1,1,1,3,3,3-hexakis(fluoranyl)-2-oxidanyl-propan-2-yl]naphthalen-1-yl]-1,3-oxazole-5-carboxamide	~{N}-[2-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]-1-naphthyl]oxazole-5-carboxamide	InChI=1S/C17H10F6N2O3/c18-16(19,20)15(27,17(21,22)23)11-6-5-9-3-1-2-4-10(9)13(11)25-14(26)12-7-24-8-28-12/h1-8,27H,(H,25,26)	ZLLRSPYUTRWAPN-UHFFFAOYSA-N		404.06	C17H10F6N2O3	404.268	C1=CC=C2C(=C1)C=CC(=C2NC(=O)C3=CN=CO3)C(C(F)(F)F)(C(F)(F)F)O	C1=CC=C2C(=C1)C=CC(=C2NC(=O)C3=CN=CO3)C(C(F)(F)F)(C(F)(F)F)O	75.4	404.06	0	28	0	0	0	0	0	1	-1	"1\n5\n255"	"11  27  8\n11  28  8\n13  14  8\n13  18  8\n14  15  8\n15  19  8\n15  21  8\n18  20  8\n19  20  8\n19  22  8\n21  23  8\n22  24  8\n23  24  8\n26  27  8\n9  26  8\n9  28  8"	4.5
[H]OC([H])([H])C1([H])N([H])C([H])(C([H])([H])O[H])[C@@]([H])(O[H])C([H])(O[H])C1([H])O[H]	44320078	44320078	1	151	6	6	2	AAADccBiOAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAAAAAAAHgAQCAAACDzhgAYAAALAAgAAAAAAAAAAAAAAAAAAAIAIAAADEAIAgAAEQAAHEACRAAHw4CQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	(5~{R})-2,6-bis(hydroxymethyl)piperidine-3,4,5-triol	(5~{R})-2,6-bis(hydroxymethyl)piperidine-3,4,5-triol	(5~{R})-2,6-bis(hydroxymethyl)piperidine-3,4,5-triol	(5~{R})-2,6-bis(hydroxymethyl)piperidine-3,4,5-triol	(5~{R})-2,6-dimethylolpiperidine-3,4,5-triol	InChI=1S/C7H15NO5/c9-1-3-5(11)7(13)6(12)4(2-10)8-3/h3-13H,1-2H2/t3?,4?,5-,6?,7?/m1/s1	CLVUFWXGNIFGNC-BQHSNLCNSA-N		193.095	C7H15NO5	193.199	C(C1C(C(C(C(N1)CO)O)O)O)O	C(C1[C@H](C(C(C(N1)CO)O)O)O)O	113	193.095	0	13	1	3	0	0	0	1	-1	"1\n5\n255"	"9  1  6\n10  17  3\n7  14  3\n8  15  3"	-2.4
[H]C1=C([H])N(C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=N2)C([H])=C1[H]	44341234	44341234	1	292	3	0	6	AAADceB7IAAAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAAAB8AAAHgAAAAAACAzhlgY91pcMFACgATRnZACCiC0xMqAJ2CA+fJiMbuLEuZuWOCjswBPI6CewwKAAAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==	2-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	2-[3-[4-(1-imidazolyl)phenoxy]propyl]pyridine	2-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	2-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	2-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	InChI=1S/C17H17N3O/c1-2-10-19-15(4-1)5-3-13-21-17-8-6-16(7-9-17)20-12-11-18-14-20/h1-2,4,6-12,14H,3,5,13H2	UGLPVHLKYTWQRV-UHFFFAOYSA-N		279.137	C17H17N3O	279.343	C1=CC=NC(=C1)CCCOC2=CC=C(C=C2)N3C=CN=C3	C1=CC=NC(=C1)CCCOC2=CC=C(C=C2)N3C=CN=C3	39.9	279.137	0	21	0	0	0	0	0	1	-1	"1\n5\n255"	"10  13  8\n10  14  8\n11  13  8\n12  14  8\n15  18  8\n16  21  8\n18  20  8\n19  20  8\n2  16  8\n2  17  8\n3  19  8\n3  8  8\n4  17  8\n4  21  8\n8  15  8\n9  11  8\n9  12  8"	2.9
[H]C1=C([H])N(C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])=C1[H]	44341256	44341256	1	276	4	0	5	AAADceBzMAAAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAAABwAAAHgAAAAAACAzhkgY91pcMFACgADRnZACCiC0xMqAJyAAefIiObmLEuZuXOCjswBPY6CewQAAAAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==	4-[2-(4-imidazol-1-ylphenoxy)ethyl]morpholine	4-[2-[4-(1-imidazolyl)phenoxy]ethyl]morpholine	4-[2-(4-imidazol-1-ylphenoxy)ethyl]morpholine	4-[2-(4-imidazol-1-ylphenoxy)ethyl]morpholine	4-[2-(4-imidazol-1-ylphenoxy)ethyl]morpholine	InChI=1S/C15H19N3O2/c1-3-15(4-2-14(1)18-6-5-16-13-18)20-12-9-17-7-10-19-11-8-17/h1-6,13H,7-12H2	PXFGMZGVHWPLCC-UHFFFAOYSA-N		273.148	C15H19N3O2	273.336	C1COCCN1CCOC2=CC=C(C=C2)N3C=CN=C3	C1COCCN1CCOC2=CC=C(C=C2)N3C=CN=C3	39.5	273.148	0	20	0	0	0	0	0	1	-1	"1\n5\n255"	"12  14  8\n12  15  8\n13  16  8\n13  17  8\n14  16  8\n15  17  8\n18  20  8\n4  18  8\n4  19  8\n5  19  8\n5  20  8"	1.3
[H]C1=C([H])N(C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])C2=C([H])C([H])=NC([H])=C2[H])C([H])=C1[H]	44341260	44341260	1	286	3	0	6	AAADceB7IAAAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAAAB8AAAHgAAAAAADAzhmgY91pcMFACgAjRnZACCiC0xMqAJ2CA+fJiMbmLEuZuWOCjswBPI6CewQAAOAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==	4-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	4-[3-[4-(1-imidazolyl)phenoxy]propyl]pyridine	4-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	4-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	4-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	InChI=1S/C17H17N3O/c1(2-15-7-9-18-10-8-15)13-21-17-5-3-16(4-6-17)20-12-11-19-14-20/h3-12,14H,1-2,13H2	PFAUOLMRDJNYLJ-UHFFFAOYSA-N		279.137	C17H17N3O	279.343	C1=CC(=CC=C1N2C=CN=C2)OCCCC3=CC=NC=C3	C1=CC(=CC=C1N2C=CN=C2)OCCCC3=CC=NC=C3	39.9	279.137	0	21	0	0	0	0	0	1	-1	"1\n5\n255"	"10  13  8\n10  14  8\n11  13  8\n12  14  8\n15  18  8\n16  19  8\n17  21  8\n2  17  8\n2  20  8\n3  18  8\n3  19  8\n4  20  8\n4  21  8\n8  15  8\n8  16  8\n9  11  8\n9  12  8"	2.9
[H]C1=C([H])N(C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])=C1[H]	44341278	44341278	1	292	3	0	6	AAADceB7IAAAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAAAB8AAAHgAAAAAADAzhmgY91pcMFACgAjRnZACCiC0xMqAJ2CA+fJiMbuLEuZuWOCjswBPI6Cew0CIOAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==	3-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	3-[3-[4-(1-imidazolyl)phenoxy]propyl]pyridine	3-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	3-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	3-[3-(4-imidazol-1-ylphenoxy)propyl]pyridine	InChI=1S/C17H17N3O/c1-3-15(13-18-9-1)4-2-12-21-17-7-5-16(6-8-17)20-11-10-19-14-20/h1,3,5-11,13-14H,2,4,12H2	GCRYIIOKZWQWIH-UHFFFAOYSA-N		279.137	C17H17N3O	279.343	C1=CC(=CN=C1)CCCOC2=CC=C(C=C2)N3C=CN=C3	C1=CC(=CN=C1)CCCOC2=CC=C(C=C2)N3C=CN=C3	39.9	279.137	0	21	0	0	0	0	0	1	-1	"1\n5\n255"	"10  13  8\n10  14  8\n11  13  8\n12  14  8\n15  18  8\n17  21  8\n18  20  8\n2  17  8\n2  19  8\n3  16  8\n3  20  8\n4  19  8\n4  21  8\n8  15  8\n8  16  8\n9  11  8\n9  12  8"	2.9
[H]C1=C([H])N(C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=N2)C([H])=C1[H]	44341428	44341428	1	266	3	0	4	AAADccBzIAAAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAAAB8AAAHgAAAAAACAzhlgY91pcMFACgATRnZASCiC0xMqAJ2CA+fJiObuLEuZuXOCjswBPY6CewQAAAAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==	2-[(4-imidazol-1-ylphenoxy)methyl]pyridine	2-[[4-(1-imidazolyl)phenoxy]methyl]pyridine	2-[(4-imidazol-1-ylphenoxy)methyl]pyridine	2-[(4-imidazol-1-ylphenoxy)methyl]pyridine	2-[(4-imidazol-1-ylphenoxy)methyl]pyridine	InChI=1S/C15H13N3O/c1-2-8-17-13(3-1)11-19-15-6-4-14(5-7-15)18-10-9-16-12-18/h1-10,12H,11H2	IMJROXJEYNKELD-UHFFFAOYSA-N		251.106	C15H13N3O	251.289	C1=CC=NC(=C1)COC2=CC=C(C=C2)N3C=CN=C3	C1=CC=NC(=C1)COC2=CC=C(C=C2)N3C=CN=C3	39.9	251.106	0	19	0	0	0	0	0	1	-1	"1\n5\n255"	"12  16  8\n13  15  8\n16  17  8\n17  18  8\n18  19  8\n2  13  8\n2  14  8\n3  14  8\n3  15  8\n4  12  8\n4  19  8\n5  7  8\n5  8  8\n6  10  8\n6  9  8\n7  9  8\n8  10  8"	2.1
