CID,TID,score,score_note,score_type,error
16132446,"P33402",,"","",""
16132446,"P33527",,"","","no valid path was found"
16132446,"P33765",,"","","no valid path was found"
16132446,"P33908",,"","","no valid path was found"
16132446,"P33981",,"","",""
16132446,"P34903",,"","",""
16132446,"P34913",,"","",""
16132446,"P34947",,"","",""
16132446,"P34949",,"","",""
16132446,"P34969",,"","",""
16132446,"P34972",,"","","no valid path was found"
16132446,"P34981",,"","","no valid path was found"
16132446,"P34995",,"","","no valid path was found"
16132446,"P34998",,"","",""
16132446,"P35030",,"","","no valid path was found"
16132446,"P35218",,"","","no valid path was found"
16132446,"P35219",,"","","no valid path was found"
16132446,"P35222",,"","",""
16132446,"P35228",,"","",""
16132446,"P35236",,"","","no valid path was found"
16132446,"P35346",,"","",""
16132446,"P35348",,"","","no valid path was found"
16132446,"P35354",,"","",""
16132446,"P35367",,"","",""
16132446,"P35368",,"","","no valid path was found"
16132446,"P35372",,"","","target was not found"
16132446,"P35398",,"","","target was not found"
16132446,"P35408",,"","","no valid path was found"
16132446,"P35462",,"","",""
16132446,"P35498",,"","","no valid path was found"
16132446,"P35499",,"","","no valid path was found"
16132446,"P35557",,"","",""
16132446,"P35558",,"","",""
16132446,"P35573",,"","","no valid path was found"
16132446,"P35575",,"","",""
16132446,"P35590",,"","","no valid path was found"
16132446,"P35610",,"","",""
16132446,"P35626",,"","",""
16132446,"P35790",,"","","no valid path was found"
16132446,"P35813",,"","",""
16132446,"P35869",,"","","no valid path was found"
16132446,"P35913",,"","","no valid path was found"
16132446,"P35916",,"","",""
16132446,"P35968",,"","",""
16132446,"P36402",,"","",""
16132446,"P36507",,"","",""
16132446,"P36537",,"","",""
16132446,"P36544",,"","","no valid path was found"
16132446,"P36873",,"","",""
16132446,"P36888",,"","",""
16132446,"P36894",,"","",""
16132446,"P36896",,"","",""
16132446,"P36897",,"","","target was not found"
16132446,"P37023",,"","",""
16132446,"P37058",,"","",""
16132446,"P37059",,"","",""
16132446,"P37088",,"","","no valid path was found"
16132446,"P37173",,"","",""
16132446,"P37231",,"","",""
16132446,"P37268",,"","","target was not found"
16132446,"P37288",,"","",""
16132446,"P37840",,"","",""
16132446,"P38398",,"","","no valid path was found"
16132446,"P38435",,"","","no valid path was found"
16132446,"P38484",,"","",""
16132446,"P38571",,"","","no valid path was found"
16132446,"P38936",,"","",""
16132446,"P39086",,"","","target was not found"
16132446,"P39656",,"","",""
16132446,"P39748",,"","","no valid path was found"
16132446,"P39877",,"","","no valid path was found"
16132446,"P39900",,"","","no valid path was found"
16132446,"P40145",,"","",""
16132446,"P40238",,"","",""
16132446,"P40313",,"","",""
16132446,"P40394",,"","",""
16132446,"P40424",,"","",""
16132446,"P40763",,"","",""
16132446,"P40925",,"","","target was not found"
16132446,"P40926",,"","","target was not found"
16132446,"P41134",,"","",""
16132446,"P41143",,"","",""
16132446,"P41145",,"","","target was not found"
16132446,"P41146",,"","","no valid path was found"
16132446,"P41180",,"","","no valid path was found"
16132446,"P41231",,"","",""
16132446,"P41235",,"","",""
16132446,"P41240",,"","","no valid path was found"
16132446,"P41252",,"","",""
16132446,"P41279",,"","",""
16132446,"P41439",,"","",""
16132446,"P41440",,"","","target was not found"
16132446,"P41586",,"","",""
16132446,"P41587",,"","","no valid path was found"
16132446,"P41594",,"","",""
16132446,"P41595",,"","",""
16132446,"P41597",,"","",""
16132446,"P41743",,"","",""
16132446,"P41968",,"","","no valid path was found"
16132446,"P42224",,"","",""
16132446,"P42226",,"","",""
16132446,"P42229",,"","",""
16132446,"P42261",,"","",""
16132446,"P42262",,"","",""
16132446,"P42263",,"","","no valid path was found"
16132446,"P42330",,"","","target was not found"
16132446,"P42336",,"","",""
16132446,"P42338",,"","",""
16132446,"P42345",,"","",""
16132446,"P42356",,"","","no valid path was found"
16132446,"P42357",,"","",""
16132446,"P42574",,"","","no valid path was found"
16132446,"P42575",,"","",""
16132446,"P42679",,"","",""
16132446,"P42680",,"","",""
16132446,"P42681",,"","",""
16132446,"P42684",,"","",""
16132446,"P42685",,"","","no valid path was found"
16132446,"P42785",,"","","no valid path was found"
16132446,"P42858",,"","",""
16132446,"P42892",,"","","no valid path was found"
16132446,"P43003",,"","",""
16132446,"P43004",,"","",""
16132446,"P43005",,"","","no valid path was found"
16132446,"P43007",,"","","no valid path was found"
16132446,"P43088",,"","","no valid path was found"
16132446,"P43115",,"","","no valid path was found"
16132446,"P43116",,"","","no valid path was found"
16132446,"P43119",,"","","no valid path was found"
16132446,"P43155",,"","",""
16132446,"P43166",,"","","no valid path was found"
16132446,"P43220",,"","","no valid path was found"
16132446,"P43234",,"","",""
16132446,"P43235",,"","","no valid path was found"
16132446,"P43250",,"","",""
16132446,"P43353",,"","",""
16132446,"P43354",,"","",""
16132446,"P43378",,"","","no valid path was found"
16132446,"P43403",,"","","target was not found"
16132446,"P43405",,"","","target was not found"
16132446,"P43681",,"","",""
16132446,"P45452",,"","","no valid path was found"
16132446,"P45880",,"","","no valid path was found"
16132446,"P45974",,"","","no valid path was found"
16132446,"P45983",,"","",""
16132446,"P45984",,"","",""
16132446,"P45985",,"","",""
16132446,"P46019",,"","",""
16132446,"P46020",,"","",""
16132446,"P46059",,"","","no valid path was found"
16132446,"P46094",,"","","no valid path was found"
16132446,"P46098",,"","","no valid path was found"
16132446,"P46108",,"","",""
16132446,"P46439",,"","","no valid path was found"
16132446,"P46663",,"","","no valid path was found"
16132446,"P46734",,"","",""
16132446,"P47211",,"","","no valid path was found"
16132446,"P47712",,"","",""
16132446,"P47775",,"","","target was not found"
16132446,"P47869",,"","",""
16132446,"P47870",,"","",""
16132446,"P47871",,"","",""
16132446,"P47872",,"","","no valid path was found"
16132446,"P47895",,"","","no valid path was found"
16132446,"P47897",,"","",""
16132446,"P47898",,"","",""
16132446,"P47900",,"","","no valid path was found"
16132446,"P47901",,"","",""
16132446,"P47929",,"","","no valid path was found"
16132446,"P47989",,"","",""
16132446,"P48023",,"","",""
16132446,"P48039",,"","","no valid path was found"
16132446,"P48052",,"","","no valid path was found"
16132446,"P48058",,"","",""
16132446,"P48065",,"","","no valid path was found"
16132446,"P48066",,"","","no valid path was found"
16132446,"P48067",,"","","no valid path was found"
16132446,"P48147",,"","",""
16132446,"P48163",,"","","target was not found"
16132446,"P48169",,"","","target was not found"
16132446,"P48357",,"","","no valid path was found"
16132446,"P48443",,"","","no valid path was found"
16132446,"P48448",,"","","no valid path was found"
16132446,"P48449",,"","",""
16132446,"P48454",,"","","no valid path was found"
16132446,"P48506",,"","",""
16132446,"P48546",,"","",""
16132446,"P48547",,"","",""
16132446,"P48551",,"","","target was not found"
16132446,"P48664",,"","","target was not found"
16132446,"P48729",,"","","target was not found"
16132446,"P48730",,"","",""
16132446,"P48736",,"","",""
16132446,"P48764",,"","","no valid path was found"
16132446,"P48775",,"","",""
16132446,"P49005",,"","","no valid path was found"
16132446,"P49019",,"","",""
16132446,"P49023",,"","","target was not found"
16132446,"P49116",,"","","no valid path was found"
16132446,"P49137",,"","","no valid path was found"
16132446,"P49146",,"","","target was not found"
16132446,"P49189",,"","","no valid path was found"
16132446,"P49221",,"","","no valid path was found"
16132446,"P49238",,"","",""
16132446,"P49286",,"","","no valid path was found"
16132446,"P49327",,"","",""
16132446,"P49336",,"","","target was not found"
16132446,"P49354",,"","",""
16132446,"P49356",,"","",""
16132446,"P49366",,"","",""
16132446,"P49588",,"","",""
16132446,"P49619",,"","","no valid path was found"
16132446,"P49639",,"","","no valid path was found"
16132446,"P49641",,"","","target was not found"
16132446,"P49662",,"","","no valid path was found"
16132446,"P49674",,"","",""
16132446,"P49682",,"","","no valid path was found"
16132446,"P49721",,"","","no valid path was found"
16132446,"P49759",,"","","no valid path was found"
16132446,"P49760",,"","","target was not found"
16132446,"P49761",,"","",""
16132446,"P49768",,"","",""
16132446,"P49773",,"","","no valid path was found"
16132446,"P49810",,"","",""
16132446,"P49840",,"","",""
16132446,"P49841",,"","",""
16132446,"P49862",,"","","no valid path was found"
16132446,"P49863",,"","","no valid path was found"
16132446,"P49888",,"","","no valid path was found"
16132446,"P49895",,"","",""
16132446,"P49915",,"","",""
16132446,"P49961",,"","",""
16132446,"P50052",,"","",""
16132446,"P50120",,"","","target was not found"
16132446,"P50135",,"","","no valid path was found"
16132446,"P50281",,"","","target was not found"
16132446,"P50391",,"","","no valid path was found"
16132446,"P50406",,"","",""
16132446,"P50454",,"","","target was not found"
16132446,"P50570",,"","","target was not found"
16132446,"P50579",,"","","no valid path was found"
16132446,"P50591",,"","",""
16132446,"P50613",,"","",""
16132446,"P50750",,"","","no valid path was found"
16132446,"P50993",,"","",""
16132446,"P51160",,"","","no valid path was found"
16132446,"P51164",,"","",""
16132446,"P51178",,"","","no valid path was found"
16132446,"P51451",,"","",""
16132446,"P51452",,"","","no valid path was found"
16132446,"P51511",,"","","no valid path was found"
16132446,"P51512",,"","","no valid path was found"
16132446,"P51575",,"","",""
16132446,"P51580",,"","",""
16132446,"P51582",,"","","no valid path was found"
16132446,"P51589",,"","",""
16132446,"P51617",,"","",""
16132446,"P51649",,"","",""
16132446,"P51659",,"","","no valid path was found"
16132446,"P51677",,"","",""
16132446,"P51679",,"","",""
16132446,"P51681",,"","","no valid path was found"
16132446,"P51684",,"","","no valid path was found"
16132446,"P51685",,"","","no valid path was found"
16132446,"P51686",,"","","no valid path was found"
16132446,"P51692",,"","",""
16132446,"P51787",,"","","no valid path was found"
16132446,"P51812",,"","","no valid path was found"
16132446,"P51813",,"","",""
16132446,"P51817",,"","",""
16132446,"P51828",,"","",""
16132446,"P51878",,"","","no valid path was found"
16132446,"P51946",,"","","no valid path was found"
16132446,"P51948",,"","","no valid path was found"
16132446,"P51955",,"","",""
16132446,"P51956",,"","",""
16132446,"P51957",,"","","no valid path was found"
16132446,"P51970",,"","","no valid path was found"
16132446,"P51993",,"","","target was not found"
16132446,"P52209",,"","",""
16132446,"P52333",,"","",""
16132446,"P52429",,"","","no valid path was found"
16132446,"P52564",,"","","no valid path was found"
16132446,"P52655",,"","",""
16132446,"P52657",,"","","no valid path was found"
16132446,"P52732",,"","","no valid path was found"
16132446,"P52757",,"","","no valid path was found"
16132446,"P52788",,"","","no valid path was found"
16132446,"P52789",,"","",""
16132446,"P52790",,"","",""
16132446,"P52895",,"","","target was not found"
16132446,"P52961",,"","",""
16132446,"P53350",,"","",""
16132446,"P53355",,"","","no valid path was found"
16132446,"P53396",,"","",""
16132446,"P53582",,"","","no valid path was found"
16132446,"P53602",,"","",""
16132446,"P53609",,"","","no valid path was found"
16132446,"P53611",,"","","no valid path was found"
16132446,"P53634",,"","","target was not found"
16132446,"P53667",,"","","no valid path was found"
16132446,"P53671",,"","","no valid path was found"
16132446,"P53778",,"","",""
16132446,"P53779",,"","",""
16132446,"P53985",,"","","no valid path was found"
16132446,"P54098",,"","","no valid path was found"
16132446,"P54136",,"","",""
16132446,"P54219",,"","","no valid path was found"
16132446,"P54289",,"","",""
16132446,"P54577",,"","",""
16132446,"P54619",,"","","target was not found"
16132446,"P54646",,"","",""
16132446,"P54687",,"","",""
16132446,"P54707",,"","","no valid path was found"
16132446,"P54709",,"","",""
16132446,"P54710",,"","","no valid path was found"
16132446,"P54750",,"","","no valid path was found"
16132446,"P54753",,"","","no valid path was found"
16132446,"P54756",,"","","no valid path was found"
16132446,"P54760",,"","","target was not found"
16132446,"P54762",,"","",""
16132446,"P54764",,"","",""
16132446,"P54819",,"","","no valid path was found"
16132446,"P54855",,"","",""
16132446,"P55017",,"","","target was not found"
16132446,"P55055",,"","","no valid path was found"
16132446,"P55058",,"","","no valid path was found"
16132446,"P55072",,"","",""
16132446,"P55073",,"","",""
16132446,"P55085",,"","",""
16132446,"P55087",,"","","no valid path was found"
16132446,"P55157",,"","","no valid path was found"
16132446,"P55210",,"","",""
16132446,"P55211",,"","","no valid path was found"
16132446,"P55212",,"","",""
16132446,"P55263",,"","",""
16132446,"P55786",,"","","no valid path was found"
16132446,"P55899",,"","","no valid path was found"
16132446,"P56192",,"","",""
16132446,"P56199",,"","","no valid path was found"
16132446,"P56373",,"","",""
16132446,"P56524",,"","",""
16132446,"P56556",,"","","no valid path was found"
16132446,"P56597",,"","","target was not found"
16132446,"P56696",,"","","no valid path was found"
16132446,"P56703",,"","","no valid path was found"
16132446,"P56817",,"","",""
16132446,"P56937",,"","","no valid path was found"
16132446,"P56945",,"","",""
16132446,"P57059",,"","","no valid path was found"
16132446,"P57078",,"","","target was not found"
16132446,"P60033",,"","",""
16132446,"P60174",,"","",""
16132446,"P60568",,"","",""
16132446,"P60763",,"","","target was not found"
16132446,"P60891",,"","","no valid path was found"
16132446,"P60953",,"","",""
16132446,"P61073",,"","",""
16132446,"P61088",,"","","no valid path was found"
16132446,"P61160",,"","","no valid path was found"
16132446,"P61586",,"","",""
16132446,"P61964",,"","","no valid path was found"
16132446,"P61978",,"","",""
16132446,"P62136",,"","",""
16132446,"P62140",,"","",""
16132446,"P62158",,"","",""
16132446,"P62330",,"","",""
16132446,"P62508",,"","","no valid path was found"
16132446,"P62714",,"","",""
16132446,"P62805",,"","","no valid path was found"
16132446,"P62937",,"","",""
16132446,"P62942",,"","","target was not found"
16132446,"P62993",,"","","target was not found"
16132446,"P63000",,"","",""
16132446,"P63092",,"","",""
16132446,"P63096",,"","",""
16132446,"P63098",,"","","no valid path was found"
16132446,"P63151",,"","","no valid path was found"
16132446,"P63316",,"","","no valid path was found"
16132446,"P67775",,"","","target was not found"
16132446,"P67870",,"","",""
16132446,"P68106",,"","","no valid path was found"
16132446,"P68366",,"","",""
16132446,"P68371",,"","",""
16132446,"P68400",,"","","target was not found"
16132446,"P68402",,"","","no valid path was found"
16132446,"P68871",,"","","no valid path was found"
16132446,"P69905",,"","","no valid path was found"
16132446,"P78325",,"","","no valid path was found"
16132446,"P78329",,"","",""
16132446,"P78334",,"","",""
16132446,"P78352",,"","",""
16132446,"P78356",,"","","no valid path was found"
16132446,"P78362",,"","","no valid path was found"
16132446,"P78368",,"","",""
16132446,"P78396",,"","",""
16132446,"P78417",,"","","no valid path was found"
16132446,"P78527",,"","",""
16132446,"P78536",,"","",""
16132446,"P78545",,"","","no valid path was found"
16132446,"P79483",,"","","target was not found"
16132446,"P80192",,"","",""
16132446,"P80365",,"","",""
16132446,"P80370",,"","","no valid path was found"
16132446,"P80404",,"","",""
16132446,"P82980",,"","","target was not found"
16132446,"P83111",,"","","no valid path was found"
16132446,"P84077",,"","",""
16132446,"P84085",,"","",""
16132446,"P98077",,"","","target was not found"
16132446,"P98161",,"","",""
16132446,"P98170",,"","","no valid path was found"
16132446,"P98174",,"","","no valid path was found"
16132446,"Q00526",,"","","no valid path was found"
16132446,"Q00532",,"","","no valid path was found"
16132446,"Q00534",,"","","no valid path was found"
16132446,"Q00535",,"","","target was not found"
16132446,"Q00536",,"","","no valid path was found"
16132446,"Q00537",,"","","no valid path was found"
16132446,"Q00613",,"","","no valid path was found"
16132446,"Q00653",,"","","no valid path was found"
16132446,"Q00688",,"","","no valid path was found"
16132446,"Q00722",,"","","no valid path was found"
16132446,"Q00796",,"","",""
16132446,"Q00975",,"","",""
16132446,"Q00987",,"","","target was not found"
16132446,"Q01064",,"","","no valid path was found"
16132446,"Q01094",,"","","no valid path was found"
16132446,"Q01118",,"","","no valid path was found"
16132446,"Q01432",,"","","target was not found"
16132446,"Q01433",,"","","no valid path was found"
16132446,"Q01469",,"","",""
16132446,"Q01650",,"","",""
16132446,"Q01668",,"","",""
16132446,"Q01718",,"","","no valid path was found"
16132446,"Q01726",,"","",""
16132446,"Q01813",,"","",""
16132446,"Q01959",,"","",""
16132446,"Q01970",,"","",""
16132446,"Q02083",,"","","target was not found"
16132446,"Q02108",,"","",""
16132446,"Q02127",,"","","no valid path was found"
16132446,"Q02153",,"","","target was not found"
16132446,"Q02156",,"","",""
16132446,"Q02218",,"","","no valid path was found"
16132446,"Q02224",,"","","no valid path was found"
16132446,"Q02241",,"","","no valid path was found"
16132446,"Q02318",,"","","target was not found"
16132446,"Q02643",,"","","target was not found"
16132446,"Q02750",,"","",""
16132446,"Q02763",,"","",""
16132446,"Q02779",,"","",""
16132446,"Q02790",,"","","no valid path was found"
16132446,"Q02880",,"","","no valid path was found"
16132446,"Q02928",,"","",""
16132446,"Q03013",,"","","no valid path was found"
16132446,"Q03181",,"","","no valid path was found"
16132446,"Q03405",,"","","no valid path was found"
16132446,"Q03431",,"","","target was not found"
16132446,"Q04206",,"","","no valid path was found"
16132446,"Q04609",,"","","no valid path was found"
16132446,"Q04759",,"","",""
16132446,"Q04760",,"","",""
16132446,"Q04771",,"","",""
16132446,"Q04828",,"","","no valid path was found"
16132446,"Q04844",,"","",""
16132446,"Q04912",,"","",""
16132446,"Q05193",,"","",""
16132446,"Q05209",,"","",""
16132446,"Q05329",,"","","no valid path was found"
16132446,"Q05397",,"","",""
16132446,"Q05469",,"","",""
16132446,"Q05513",,"","",""
16132446,"Q05586",,"","",""
16132446,"Q05655",,"","",""
16132446,"Q05823",,"","","no valid path was found"
16132446,"Q05901",,"","","target was not found"
16132446,"Q05932",,"","","target was not found"
16132446,"Q05940",,"","",""
16132446,"Q06124",,"","",""
16132446,"Q06187",,"","",""
16132446,"Q06278",,"","","no valid path was found"
16132446,"Q06418",,"","",""
16132446,"Q06520",,"","","no valid path was found"
16132446,"Q06830",,"","","no valid path was found"
16132446,"Q07001",,"","",""
16132446,"Q07002",,"","","no valid path was found"
16132446,"Q07075",,"","",""
16132446,"Q07343",,"","",""
16132446,"Q07699",,"","","no valid path was found"
16132446,"Q07812",,"","",""
16132446,"Q07817",,"","","target was not found"
16132446,"Q07820",,"","","no valid path was found"
16132446,"Q07869",,"","",""
16132446,"Q07912",,"","","no valid path was found"
16132446,"Q07973",,"","","target was not found"
16132446,"Q08188",,"","",""
16132446,"Q08209",,"","",""
16132446,"Q08257",,"","",""
16132446,"Q08345",,"","",""
16132446,"Q08462",,"","","no valid path was found"
16132446,"Q08493",,"","","no valid path was found"
16132446,"Q08499",,"","","target was not found"
16132446,"Q08828",,"","","no valid path was found"
16132446,"Q08881",,"","","no valid path was found"
16132446,"Q09013",,"","",""
16132446,"Q09428",,"","",""
16132446,"Q09470",,"","","no valid path was found"
16132446,"Q09472",,"","",""
16132446,"Q11128",,"","","target was not found"
16132446,"Q12778",,"","",""
16132446,"Q12791",,"","",""
16132446,"Q12794",,"","",""
16132446,"Q12809",,"","",""
16132446,"Q12840",,"","","no valid path was found"
16132446,"Q12851",,"","",""
16132446,"Q12866",,"","","no valid path was found"
16132446,"Q12879",,"","",""
16132446,"Q12882",,"","","no valid path was found"
16132446,"Q12884",,"","","no valid path was found"
16132446,"Q12891",,"","",""
16132446,"Q12908",,"","","no valid path was found"
16132446,"Q12913",,"","",""
16132446,"Q12923",,"","","no valid path was found"
16132446,"Q12931",,"","","target was not found"
16132446,"Q12974",,"","","no valid path was found"
16132446,"Q13002",,"","","no valid path was found"
16132446,"Q13003",,"","",""
16132446,"Q13043",,"","",""
16132446,"Q13085",,"","",""
16132446,"Q13093",,"","","no valid path was found"
16132446,"Q13126",,"","","no valid path was found"
16132446,"Q13131",,"","",""
16132446,"Q13133",,"","",""
16132446,"Q13153",,"","",""
16132446,"Q13163",,"","",""
16132446,"Q13164",,"","",""
16132446,"Q13177",,"","",""
16132446,"Q13188",,"","",""
16132446,"Q13224",,"","","no valid path was found"
16132446,"Q13231",,"","","no valid path was found"
16132446,"Q13232",,"","",""
16132446,"Q13233",,"","",""
16132446,"Q13237",,"","","no valid path was found"
16132446,"Q13255",,"","","no valid path was found"
16132446,"Q13258",,"","",""
16132446,"Q13285",,"","","no valid path was found"
16132446,"Q13304",,"","","no valid path was found"
16132446,"Q13310",,"","","no valid path was found"
16132446,"Q13315",,"","","no valid path was found"
16132446,"Q13324",,"","","no valid path was found"
16132446,"Q13370",,"","","target was not found"
16132446,"Q13393",,"","",""
16132446,"Q13395",,"","","target was not found"
16132446,"Q13404",,"","","no valid path was found"
16132446,"Q13418",,"","",""
16132446,"Q13443",,"","",""
16132446,"Q13464",,"","",""
16132446,"Q13469",,"","","no valid path was found"
16132446,"Q13470",,"","","target was not found"
16132446,"Q13477",,"","","no valid path was found"
16132446,"Q13488",,"","",""
16132446,"Q13489",,"","","no valid path was found"
16132446,"Q13490",,"","",""
16132446,"Q13509",,"","",""
16132446,"Q13510",,"","","no valid path was found"
16132446,"Q13526",,"","",""
16132446,"Q13535",,"","","no valid path was found"
16132446,"Q13546",,"","","no valid path was found"
16132446,"Q13547",,"","",""
16132446,"Q13554",,"","",""
16132446,"Q13555",,"","",""
16132446,"Q13557",,"","",""
16132446,"Q13563",,"","","no valid path was found"
16132446,"Q13621",,"","","no valid path was found"
16132446,"Q13627",,"","",""
16132446,"Q13639",,"","",""
16132446,"Q13698",,"","","no valid path was found"
16132446,"Q13705",,"","",""
16132446,"Q13724",,"","","no valid path was found"
16132446,"Q13733",,"","","no valid path was found"
16132446,"Q13748",,"","","no valid path was found"
16132446,"Q13797",,"","","target was not found"
16132446,"Q13822",,"","","no valid path was found"
16132446,"Q13873",,"","",""
16132446,"Q13882",,"","",""
16132446,"Q13936",,"","","target was not found"
16132446,"Q13946",,"","","no valid path was found"
16132446,"Q13956",,"","",""
16132446,"Q13972",,"","","no valid path was found"
16132446,"Q13976",,"","","no valid path was found"
16132446,"Q14012",,"","",""
16132446,"Q14117",,"","",""
16132446,"Q14123",,"","","no valid path was found"
16132446,"Q14164",,"","",""
16132446,"Q14242",,"","",""
16132446,"Q14289",,"","",""
16132446,"Q14376",,"","",""
16132446,"Q14397",,"","","no valid path was found"
16132446,"Q14416",,"","","no valid path was found"
16132446,"Q14432",,"","",""
16132446,"Q14524",,"","",""
16132446,"Q14534",,"","","no valid path was found"
16132446,"Q14558",,"","","no valid path was found"
16132446,"Q14571",,"","",""
16132446,"Q14573",,"","","no valid path was found"
16132446,"Q14626",,"","","no valid path was found"
16132446,"Q14642",,"","","no valid path was found"
16132446,"Q14643",,"","",""
16132446,"Q14654",,"","",""
16132446,"Q14680",,"","","no valid path was found"
16132446,"Q14697",,"","",""
16132446,"Q14703",,"","","no valid path was found"
16132446,"Q14722",,"","","no valid path was found"
16132446,"Q14761",,"","","no valid path was found"
16132446,"Q14790",,"","",""
16132446,"Q14807",,"","","no valid path was found"
16132446,"Q14831",,"","",""
16132446,"Q14832",,"","","no valid path was found"
16132446,"Q14833",,"","","target was not found"
16132446,"Q14940",,"","","no valid path was found"
16132446,"Q14957",,"","",""
16132446,"Q14973",,"","","no valid path was found"
16132446,"Q14994",,"","","no valid path was found"
16132446,"Q15004",,"","","no valid path was found"
16132446,"Q15046",,"","",""
16132446,"Q15054",,"","","no valid path was found"
16132446,"Q15058",,"","","no valid path was found"
16132446,"Q15077",,"","",""
16132446,"Q15078",,"","","no valid path was found"
16132446,"Q15102",,"","","no valid path was found"
16132446,"Q15111",,"","","target was not found"
16132446,"Q15118",,"","","no valid path was found"
16132446,"Q15119",,"","",""
16132446,"Q15120",,"","","no valid path was found"
16132446,"Q15125",,"","","target was not found"
16132446,"Q15139",,"","",""
16132446,"Q15147",,"","","no valid path was found"
16132446,"Q15172",,"","",""
16132446,"Q15208",,"","","no valid path was found"
16132446,"Q15257",,"","",""
16132446,"Q15303",,"","",""
16132446,"Q15349",,"","","no valid path was found"
16132446,"Q15375",,"","",""
16132446,"Q15391",,"","",""
16132446,"Q15413",,"","","no valid path was found"
16132446,"Q15418",,"","","no valid path was found"
16132446,"Q15465",,"","",""
16132446,"Q15466",,"","",""
16132446,"Q15569",,"","","target was not found"
16132446,"Q15633",,"","","no valid path was found"
16132446,"Q15653",,"","","no valid path was found"
16132446,"Q15661",,"","","no valid path was found"
16132446,"Q15722",,"","","no valid path was found"
16132446,"Q15746",,"","",""
16132446,"Q15750",,"","","no valid path was found"
16132446,"Q15759",,"","","no valid path was found"
16132446,"Q15761",,"","",""
16132446,"Q15819",,"","","no valid path was found"
16132446,"Q15822",,"","",""
16132446,"Q15825",,"","",""
16132446,"Q15831",,"","","target was not found"
16132446,"Q15835",,"","",""
16132446,"Q15842",,"","",""
16132446,"Q15858",,"","","target was not found"
16132446,"Q15904",,"","",""
16132446,"Q16099",,"","",""
16132446,"Q16236",,"","",""
16132446,"Q16288",,"","",""
16132446,"Q16445",,"","",""
16132446,"Q16478",,"","",""
16132446,"Q16512",,"","",""
16132446,"Q16513",,"","",""
16132446,"Q16539",,"","",""
16132446,"Q16548",,"","","no valid path was found"
16132446,"Q16549",,"","",""
16132446,"Q16558",,"","","no valid path was found"
16132446,"Q16566",,"","","no valid path was found"
16132446,"Q16572",,"","","target was not found"
16132446,"Q16581",,"","","no valid path was found"
16132446,"Q16584",,"","",""
16132446,"Q16602",,"","","no valid path was found"
16132446,"Q16611",,"","","no valid path was found"
16132446,"Q16620",,"","",""
16132446,"Q16644",,"","",""
16132446,"Q16647",,"","","no valid path was found"
16132446,"Q16651",,"","","no valid path was found"
16132446,"Q16654",,"","",""
16132446,"Q16659",,"","","no valid path was found"
16132446,"Q16665",,"","",""
16132446,"Q16678",,"","",""
16132446,"Q16706",,"","",""
16132446,"Q16719",,"","",""
16132446,"Q16739",,"","","no valid path was found"
16132446,"Q16760",,"","","no valid path was found"
16132446,"Q16769",,"","","no valid path was found"
16132446,"Q16772",,"","","no valid path was found"
16132446,"Q16773",,"","","no valid path was found"
16132446,"Q16774",,"","",""
16132446,"Q16775",,"","",""
16132446,"Q16790",,"","",""
16132446,"Q16798",,"","","no valid path was found"
16132446,"Q16816",,"","","target was not found"
16132446,"Q16822",,"","",""
16132446,"Q16825",,"","","no valid path was found"
16132446,"Q16831",,"","","no valid path was found"
16132446,"Q16832",,"","","no valid path was found"
16132446,"Q16850",,"","","no valid path was found"
16132446,"Q16853",,"","",""
16132446,"Q16854",,"","","no valid path was found"
16132446,"Q16881",,"","","target was not found"
16132446,"Q2M2I8",,"","","no valid path was found"
16132446,"Q32MK0",,"","","target was not found"
16132446,"Q3ZCM7",,"","","target was not found"
16132446,"Q4KWH8",,"","","target was not found"
16132446,"Q52WX2",,"","","no valid path was found"
16132446,"Q53GQ0",,"","","no valid path was found"
16132446,"Q56UN5",,"","","target was not found"
16132446,"Q59H18",,"","","no valid path was found"
16132446,"Q5MY95",,"","","target was not found"
16132446,"Q5NUL3",,"","","no valid path was found"
16132446,"Q5R387",,"","","target was not found"
16132446,"Q5S007",,"","","target was not found"
16132446,"Q5TCQ9",,"","","target was not found"
16132446,"Q5VT25",,"","","no valid path was found"
16132446,"Q68D91",,"","","target was not found"
16132446,"Q6B0I6",,"","","target was not found"
16132446,"Q6DT37",,"","","no valid path was found"
16132446,"Q6P179",,"","","target was not found"
16132446,"Q6P1M0",,"","","no valid path was found"
16132446,"Q6P3R8",,"","","target was not found"
16132446,"Q6P4F1",,"","","target was not found"
16132446,"Q6PFW1",,"","","target was not found"
16132446,"Q6PHR2",,"","","no valid path was found"
16132446,"Q6PIU2",,"","","target was not found"
16132446,"Q6QHF9",,"","","no valid path was found"
16132446,"Q6UW60",,"","",""
16132446,"Q6UWR7",,"","","no valid path was found"
16132446,"Q6UWV6",,"","","no valid path was found"
16132446,"Q6V1X1",,"","","no valid path was found"
16132446,"Q6W5P4",,"","","no valid path was found"
16132446,"Q6ZN16",,"","","target was not found"
16132446,"Q70Z44",,"","","target was not found"
16132446,"Q71U36",,"","","target was not found"
16132446,"Q7KZI7",,"","","no valid path was found"
16132446,"Q7L0J3",,"","","target was not found"
16132446,"Q7L1I2",,"","",""
16132446,"Q7L7X3",,"","","no valid path was found"
16132446,"Q7LG56",,"","","no valid path was found"
16132446,"Q7RTV2",,"","","no valid path was found"
16132446,"Q7Z2K8",,"","","target was not found"
